Año(aaaa)-Mes(mm),Id Periodicidad,Tipo,Descripcion Nivel_1_español,Descripcion Nivel_2_español,Codigo Nivel_ 1,Codigo Nivel_ 2,Descripcion Nivel_3_español,Codigo Nivel_ 3,Valor,Version,Descripcion español
2020-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"172036,88990721",Última,miles de millones de pesos colombianos
2020-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"233812,48765959",Última,miles de millones de pesos colombianos
2020-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"405849,3775668",Última,miles de millones de pesos colombianos
2020-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"49961,30662843",Última,miles de millones de pesos colombianos
2020-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"14046,48381845",Última,miles de millones de pesos colombianos
2020-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"64007,79044779",Última,miles de millones de pesos colombianos
2020-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,0,Última,miles de millones de pesos colombianos
2020-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"9005,00610149",Última,miles de millones de pesos colombianos
2020-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"5766,72365494",Última,miles de millones de pesos colombianos
2020-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"515481,06070035",Última,miles de millones de pesos colombianos
2020-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
2020-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
2020-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
2020-06-30,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
2020-06-30,3,MONETARIO,M1,,8,,,,"144845,76820395",Última,miles de millones de pesos colombianos
2020-06-30,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"550695,14577075",Última,miles de millones de pesos colombianos
2020-06-30,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"596319,03845651",Última,miles de millones de pesos colombianos
2020-06-30,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"523223,88760035",Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"78459,07852382",Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"31044,82975518",Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,Base monetaria,Total,6,3,,,"109503,908279",Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,"341,403",Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,CDT en poder el Banco de la República,,12,,,,"7738,2239",Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"31500,52339368",Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"170190,66955257",Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"233257,05936404",Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"403447,72891661",Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"49912,90387156",Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"11949,09293463",Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"61861,99680721",Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,0,Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"8745,90704887",Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"5869,56743939",Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"511425,72360576",Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,M1,,8,,,,"140321,07533103",Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"543768,80424764",Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"589884,80212958",Última,miles de millones de pesos colombianos
2020-05-31,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"519505,35050576",Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"75621,27153227",Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"40365,75782073",Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,Base monetaria,Total,6,3,,,"115987,029353",Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,"319,633",Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,CDT en poder el Banco de la República,,12,,,,"8156,5459",Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"31661,65514717",Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"168352,63496529",Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"230976,31594702",Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"399328,95091231",Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"53530,36930937",Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"11295,83315118",Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"64826,20246057",Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,0,Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"9515,6887563",Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"6049,65002579",Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"511382,14730214",Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,M1,,8,,,,"140447,47399284",Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"539776,42490515",Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"587003,41883441",Última,miles de millones de pesos colombianos
2020-04-30,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"519858,32620214",Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"70997,359604",Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"35177,069414",Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,Base monetaria,Total,6,3,,,"106174,429018",Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,"169,904",Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,CDT en poder el Banco de la República,,12,,,,"4537,144",Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"31834,55956268",Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"172769,38824615",Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"216350,0218638",Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"389119,41010995",Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"54465,07726833",Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"12529,63904554",Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"66994,71631391",Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,0,Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"8862,68299852",Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"5585,03153735",Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"502396,40052241",Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,M1,,8,,,,"137992,07591791",Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"527111,48602786",Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"573393,76012641",Última,miles de millones de pesos colombianos
2020-03-31,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"507103,44852241",Última,miles de millones de pesos colombianos
2020-02-29,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"68579,8653762",Última,miles de millones de pesos colombianos
2020-02-29,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"33025,9084238",Última,miles de millones de pesos colombianos
2020-02-29,3,MONETARIO,Base monetaria,Total,6,3,,,"101605,7738",Última,miles de millones de pesos colombianos
2020-02-29,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
2020-02-29,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"32304,70944817",Última,miles de millones de pesos colombianos
2020-02-29,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"178952,07998909",Última,miles de millones de pesos colombianos
2020-02-29,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"198562,82453826",Última,miles de millones de pesos colombianos
2020-02-29,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"377514,90452735",Última,miles de millones de pesos colombianos
2020-02-29,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"40967,96694894",Última,miles de millones de pesos colombianos
2020-02-29,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"10927,17236896",Última,miles de millones de pesos colombianos
2020-02-29,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"51895,13931687",Última,miles de millones de pesos colombianos
2020-02-29,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,0,Última,miles de millones de pesos colombianos
2020-02-29,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"8024,55616478",Última,miles de millones de pesos colombianos
2020-02-29,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"6350,52753552",Última,miles de millones de pesos colombianos
2020-02-29,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"476089,83699269",Última,miles de millones de pesos colombianos
2020-02-29,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
2020-02-29,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
2020-02-29,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
2020-02-29,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
